layer,group,C,tensor_max,outlier_ratio,kurtosis,frac_outlier_ch
backbone.decoder_layers.0.blocks.1.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.1.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.2.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.2.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.3.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.3.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.4.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.4.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.5.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.5.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.6.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.6.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.7.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.0.blocks.7.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.0.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.0.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.1.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.1.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.2.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.2.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.3.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.3.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.4.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.4.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.5.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.5.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.6.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.6.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.7.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.7.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.8.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.8.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.9.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.1.blocks.9.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.0.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.0.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.1.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.1.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.2.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.2.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.3.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.3.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.4.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.4.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.5.norm1.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
backbone.decoder_layers.2.blocks.5.norm2.ln_modulation.1,decoder/misc,512,0.07129,375.6,78.77,0.04883
decoder.level_decoder.layers.0.0.to_q,decoder/misc,1024,9.567,175.3,163.1,0.1875
backbone.encoder_layers.1.blocks.9.mlp.fc1,encoder/mlp,1024,309.5,116,1085,0.0009766
backbone.encoder_layers.1.blocks.9.attn.qkv,encoder/attn,1024,281.8,107.7,1075,0.0009766
backbone.encoder_layers.1.blocks.8.mlp.fc1,encoder/mlp,1024,236.7,93.43,1076,0.0009766
backbone.encoder_layers.1.blocks.8.attn.qkv,encoder/attn,1024,192.9,77.35,1082,0.0009766
backbone.encoder_layers.1.blocks.7.mlp.fc1,encoder/mlp,1024,146.7,60.24,1117,0.0009766
backbone.encoder_layers.1.blocks.7.attn.qkv,encoder/attn,1024,107.3,44.31,1121,0.0009766
backbone.encoder_layers.1.blocks.6.mlp.fc1,encoder/mlp,1024,71,29.68,1015,0.0009766
backbone.encoder_layers.1.blocks.6.attn.qkv,encoder/attn,1024,50.38,21.23,728.5,0.0009766
backbone.encoder_layers.0.downsample.reduction,encoder/misc,2048,15.82,17.16,82.16,0.0249
encoder.surf_mlp.net.0,encoder/mlp,512,35.85,15.62,67.27,0.01562
decoder.atmos_heads.t,decoder/misc,1024,20.07,14.85,85.34,0.05273
decoder.atmos_heads.u,decoder/misc,1024,20.07,14.85,85.34,0.05273
decoder.atmos_heads.v,decoder/attn,1024,20.07,14.85,85.34,0.05273
decoder.atmos_heads.q,decoder/attn,1024,20.07,14.85,85.34,0.05273
decoder.atmos_heads.z,decoder/misc,1024,20.07,14.85,85.34,0.05273
backbone.encoder_layers.0.blocks.5.mlp.fc1,encoder/mlp,512,40.99,13.42,55.27,0.02344
backbone.encoder_layers.0.blocks.5.attn.qkv,encoder/attn,512,40.97,13.38,55.23,0.02344
backbone.encoder_layers.0.blocks.4.mlp.fc1,encoder/mlp,512,40.96,13.32,54.98,0.02148
backbone.encoder_layers.0.blocks.4.attn.qkv,encoder/attn,512,40.96,13.25,54.94,0.01953
backbone.encoder_layers.0.blocks.3.mlp.fc1,encoder/mlp,512,40.95,12.99,54.6,0.01953
backbone.encoder_layers.0.blocks.3.attn.qkv,encoder/attn,512,40.94,12.95,54.37,0.01758
backbone.encoder_layers.0.blocks.2.mlp.fc1,encoder/mlp,512,40.92,12.53,53.91,0.01758
backbone.encoder_layers.0.blocks.2.attn.qkv,encoder/attn,512,40.91,12.48,53.87,0.01562
backbone.encoder_layers.1.blocks.5.mlp.fc1,encoder/mlp,1024,28.59,12.27,280.3,0.001953
backbone.encoder_layers.0.blocks.1.mlp.fc1,encoder/mlp,512,40.89,11.88,53.03,0.01562
decoder.surf_heads.2t,decoder/misc,1024,40.99,11.31,122.6,0.01172
decoder.surf_heads.10u,decoder/misc,1024,40.99,11.31,122.6,0.01172
decoder.surf_heads.10v,decoder/misc,1024,40.99,11.31,122.6,0.01172
decoder.surf_heads.msl,decoder/misc,1024,40.99,11.31,122.6,0.01172
backbone.encoder_layers.0.blocks.1.attn.qkv,encoder/attn,512,40.87,11.06,50.38,0.01367
backbone.encoder_layers.1.blocks.5.attn.qkv,encoder/attn,1024,24.9,10.72,189.4,0.001953
backbone.encoder_layers.1.downsample.reduction,encoder/misc,4096,2.127,10.59,99.22,0.003906
backbone.encoder_layers.0.blocks.0.mlp.fc1,encoder/mlp,512,40.86,10.37,49.54,0.007812
backbone.encoder_layers.0.blocks.0.attn.qkv,encoder/attn,512,40.85,9.887,46.76,0.003906
decoder.level_decoder.layers.0.1.net.0,decoder/misc,1024,11.92,9.051,20.86,0.01855
decoder.level_decoder.layers.0.1.net.2,decoder/misc,2048,34.32,7.934,79.83,0.0009766
backbone.encoder_layers.1.blocks.4.mlp.fc1,encoder/mlp,1024,17.55,7.582,107.2,0.001953
backbone.encoder_layers.1.blocks.4.attn.qkv,encoder/attn,1024,16.29,7.109,87.99,0.001953
backbone.decoder_layers.2.blocks.4.mlp.fc2,decoder/mlp,2048,35.25,6.446,94.17,0.0004883
backbone.time_mlp.2,backbone/mlp,512,0.03687,6.392,3.764,0.001953
backbone.decoder_layers.1.blocks.0.mlp.fc1,decoder/mlp,1024,7.454,6.38,10.65,0.0009766
backbone.encoder_layers.1.blocks.3.mlp.fc1,encoder/mlp,1024,14.35,6.29,68.18,0.0009766
backbone.encoder_layers.1.blocks.3.attn.qkv,encoder/attn,1024,14.34,6.263,60.63,0.0009766
backbone.encoder_layers.1.blocks.2.mlp.fc1,encoder/mlp,1024,14.33,6.257,52.84,0.0009766
backbone.encoder_layers.1.blocks.1.mlp.fc1,encoder/mlp,1024,14.6,6.247,43.57,0.0009766
encoder.surf_mlp.net.2,encoder/mlp,2048,22.42,6.232,77.23,0.0004883
backbone.encoder_layers.1.blocks.0.mlp.fc2,encoder/mlp,4096,24.88,6.219,220.8,0.0002441
backbone.decoder_layers.1.blocks.1.mlp.fc1,decoder/mlp,1024,7.459,6.209,12.99,0.001953
backbone.encoder_layers.1.blocks.2.attn.qkv,encoder/attn,1024,14.32,6.197,46.19,0.0009766
backbone.decoder_layers.1.blocks.1.attn.qkv,decoder/attn,1024,7.459,6.161,11.27,0.0009766
backbone.encoder_layers.1.blocks.1.attn.qkv,encoder/attn,1024,14.59,6.092,36.98,0.0009766
backbone.encoder_layers.1.blocks.0.attn.qkv,encoder/attn,1024,15.56,6.073,33.62,0.0009766
backbone.decoder_layers.1.blocks.0.attn.qkv,decoder/attn,1024,6.875,5.986,9.565,0
backbone.decoder_layers.1.blocks.2.mlp.fc1,decoder/mlp,1024,7.826,5.95,15.1,0
backbone.encoder_layers.0.blocks.5.mlp.fc2,encoder/mlp,2048,27.5,5.946,73.77,0
backbone.encoder_layers.0.blocks.0.mlp.fc2,encoder/mlp,2048,21.12,5.93,28.29,0
backbone.decoder_layers.1.blocks.8.mlp.fc2,decoder/mlp,4096,16.88,5.902,60.6,0
backbone.decoder_layers.1.blocks.2.attn.qkv,decoder/attn,1024,7.467,5.882,14.05,0
backbone.encoder_layers.1.blocks.0.mlp.fc1,encoder/mlp,1024,14.58,5.877,32.9,0
backbone.decoder_layers.1.blocks.3.attn.qkv,decoder/attn,1024,7.832,5.624,16.23,0
backbone.encoder_layers.0.blocks.3.mlp.fc2,encoder/mlp,2048,20.75,5.603,93.75,0
encoder.level_agg.layers.0.0.to_out,encoder/misc,512,193.1,5.589,10.24,0
backbone.decoder_layers.1.blocks.3.mlp.fc1,decoder/mlp,1024,7.961,5.522,17.05,0
backbone.decoder_layers.2.blocks.0.mlp.fc2,decoder/mlp,2048,23.75,5.429,118.8,0
backbone.encoder_layers.1.blocks.3.mlp.fc2,encoder/mlp,4096,15.38,5.262,219.8,0
backbone.encoder_layers.1.blocks.2.mlp.fc2,encoder/mlp,4096,16,5.251,113.8,0
backbone.decoder_layers.1.blocks.4.mlp.fc1,decoder/mlp,1024,8.363,5.204,18.04,0
encoder.level_agg.layers.0.1.net.0,encoder/misc,512,12.36,5.176,30.85,0
backbone.decoder_layers.1.blocks.4.attn.qkv,decoder/attn,1024,7.967,5.122,17.85,0
backbone.decoder_layers.2.blocks.1.mlp.fc2,decoder/mlp,2048,22,5.065,827.3,0
backbone.encoder_layers.0.blocks.2.mlp.fc2,encoder/mlp,2048,21.38,4.957,72.26,0
backbone.encoder_layers.2.blocks.3.mlp.fc2,encoder/mlp,8192,15.31,4.949,638.8,0
backbone.decoder_layers.1.blocks.5.mlp.fc1,decoder/mlp,1024,8.943,4.939,18.13,0
backbone.decoder_layers.1.blocks.5.attn.qkv,decoder/attn,1024,8.366,4.831,18.13,0
backbone.decoder_layers.2.blocks.0.attn.qkv,decoder/attn,512,38.97,4.702,35.98,0
backbone.encoder_layers.2.blocks.6.mlp.fc2,encoder/mlp,8192,15.12,4.676,492.1,0
backbone.decoder_layers.2.blocks.0.mlp.fc1,decoder/mlp,512,38.94,4.674,35.64,0
backbone.decoder_layers.2.blocks.1.attn.qkv,decoder/attn,512,38.92,4.658,35.65,0
backbone.decoder_layers.1.blocks.6.mlp.fc1,decoder/mlp,1024,9.706,4.648,17.08,0
backbone.encoder_layers.1.blocks.7.mlp.fc2,encoder/mlp,4096,15.19,4.542,133.1,0
backbone.decoder_layers.1.blocks.6.mlp.fc2,decoder/mlp,4096,11.56,4.54,33.02,0
backbone.encoder_layers.1.blocks.5.mlp.fc2,encoder/mlp,4096,14.5,4.527,71.23,0
backbone.decoder_layers.1.blocks.6.attn.qkv,decoder/attn,1024,8.946,4.512,17.75,0
backbone.encoder_layers.0.blocks.0.attn.proj,encoder/attn,512,22.12,4.51,10.54,0
decoder.level_decoder.layers.0.0.to_kv,decoder/misc,1024,33.79,4.505,32.67,0
backbone.encoder_layers.0.blocks.1.mlp.fc2,encoder/mlp,2048,14.62,4.478,63.64,0
backbone.encoder_layers.2.blocks.5.mlp.fc2,encoder/mlp,8192,14.25,4.427,329.8,0
backbone.decoder_layers.2.blocks.1.mlp.fc1,decoder/mlp,512,38.89,4.422,34.13,0
encoder.level_agg.layers.0.1.net.2,encoder/misc,2048,13.68,4.4,29.76,0
backbone.decoder_layers.2.blocks.2.attn.qkv,decoder/attn,512,38.83,4.365,33.89,0
backbone.decoder_layers.2.blocks.2.mlp.fc1,decoder/mlp,512,38.69,4.3,33.6,0
backbone.decoder_layers.2.blocks.3.attn.qkv,decoder/attn,512,38.68,4.232,33.37,0
backbone.decoder_layers.1.blocks.7.attn.qkv,decoder/attn,1024,9.706,4.221,16.55,0
backbone.decoder_layers.2.blocks.5.mlp.fc2,decoder/mlp,2048,23.5,4.178,626.8,0
backbone.encoder_layers.1.blocks.1.mlp.fc2,encoder/mlp,4096,13.06,4.098,142.1,0
backbone.encoder_layers.2.blocks.0.attn.qkv,encoder/attn,2048,4.469,4.086,10.9,0
backbone.encoder_layers.2.blocks.0.mlp.fc1,encoder/mlp,2048,4.462,4.054,9.671,0
backbone.encoder_layers.2.blocks.1.mlp.fc1,encoder/mlp,2048,4.453,4.052,10.6,0
backbone.encoder_layers.2.blocks.1.attn.qkv,encoder/attn,2048,4.458,4.052,11.92,0
encoder.level_agg.layers.0.0.to_q,encoder/misc,512,0.521,4.042,6.424,0
backbone.encoder_layers.1.blocks.6.mlp.fc2,encoder/mlp,4096,12.69,4.02,61.02,0
backbone.decoder_layers.2.blocks.3.mlp.fc1,decoder/mlp,512,38.65,4.004,32.19,0
backbone.encoder_layers.2.blocks.2.attn.qkv,encoder/attn,2048,4.449,3.965,12.28,0
backbone.decoder_layers.1.blocks.7.mlp.fc1,decoder/mlp,1024,9.702,3.95,16.3,0
backbone.encoder_layers.1.blocks.8.mlp.fc2,encoder/mlp,4096,14.06,3.93,163,0
backbone.encoder_layers.2.blocks.2.mlp.fc1,encoder/mlp,2048,4.451,3.926,10.79,0
backbone.encoder_layers.0.blocks.4.mlp.fc2,encoder/mlp,2048,25.25,3.903,35.15,0
backbone.decoder_layers.2.blocks.4.attn.qkv,decoder/attn,512,38.64,3.884,32.03,0
backbone.decoder_layers.2.blocks.3.mlp.fc2,decoder/mlp,2048,18.75,3.871,241.1,0
backbone.decoder_layers.0.blocks.2.mlp.fc1,decoder/mlp,2048,5.998,3.86,12.1,0
backbone.encoder_layers.2.blocks.3.attn.qkv,encoder/attn,2048,4.463,3.839,12.27,0
backbone.decoder_layers.0.blocks.2.attn.qkv,decoder/attn,2048,5.779,3.825,13.43,0
backbone.decoder_layers.2.blocks.4.mlp.fc1,decoder/mlp,512,38.63,3.825,31.89,0
backbone.encoder_layers.2.blocks.3.mlp.fc1,encoder/mlp,2048,4.479,3.819,10.75,0
backbone.decoder_layers.0.upsample.lin2,decoder/misc,1024,2.937,3.801,6.771,0
backbone.decoder_layers.0.blocks.3.mlp.fc1,decoder/mlp,2048,6.143,3.739,12.09,0
backbone.decoder_layers.0.blocks.3.attn.qkv,decoder/attn,2048,6.081,3.739,13.74,0
backbone.encoder_layers.2.blocks.4.attn.qkv,encoder/attn,2048,4.489,3.738,12.19,0
backbone.encoder_layers.2.blocks.4.mlp.fc1,encoder/mlp,2048,4.499,3.731,10.73,0
backbone.decoder_layers.2.blocks.5.attn.qkv,decoder/attn,512,38.62,3.729,31.79,0
backbone.decoder_layers.2.blocks.2.mlp.fc2,decoder/mlp,2048,17,3.726,326.1,0
backbone.encoder_layers.1.blocks.4.mlp.fc2,encoder/mlp,4096,11.06,3.707,97.24,0
backbone.encoder_layers.2.blocks.5.attn.qkv,encoder/attn,2048,4.508,3.65,12.19,0
backbone.encoder_layers.2.blocks.5.mlp.fc1,encoder/mlp,2048,4.519,3.64,10.67,0
backbone.decoder_layers.0.blocks.1.mlp.fc1,decoder/mlp,2048,5.302,3.639,10.75,0
backbone.decoder_layers.2.blocks.2.attn.proj,decoder/attn,512,57.75,3.638,13.63,0
backbone.encoder_layers.2.blocks.2.mlp.fc2,encoder/mlp,8192,11.19,3.635,190.8,0
backbone.decoder_layers.1.blocks.8.mlp.fc1,decoder/mlp,1024,10.73,3.634,16.11,0
backbone.encoder_layers.1.blocks.0.attn.proj,encoder/attn,1024,26.25,3.621,11.57,0
backbone.decoder_layers.2.blocks.5.mlp.fc1,decoder/mlp,512,38.6,3.611,31.07,0
backbone.decoder_layers.0.blocks.4.mlp.fc1,decoder/mlp,2048,6.382,3.6,11.97,0
backbone.encoder_layers.2.blocks.6.attn.qkv,encoder/attn,2048,4.523,3.587,12.15,0
backbone.encoder_layers.2.blocks.6.mlp.fc1,encoder/mlp,2048,4.535,3.582,10.72,0
backbone.encoder_layers.0.blocks.1.attn.proj,encoder/attn,512,14.31,3.578,9.176,0
backbone.decoder_layers.1.blocks.7.mlp.fc2,decoder/mlp,4096,9.438,3.574,61.12,0
backbone.decoder_layers.0.blocks.1.attn.qkv,decoder/attn,2048,5.031,3.567,11.97,0
backbone.encoder_layers.1.blocks.9.mlp.fc2,encoder/mlp,4096,14.19,3.561,110,0
backbone.decoder_layers.0.blocks.4.attn.qkv,decoder/attn,2048,6.205,3.553,13.46,0
backbone.decoder_layers.1.blocks.8.attn.qkv,decoder/attn,1024,9.706,3.549,16.19,0
backbone.encoder_layers.2.blocks.7.attn.qkv,encoder/attn,2048,4.539,3.545,12.24,0
backbone.encoder_layers.2.blocks.7.mlp.fc1,encoder/mlp,2048,4.549,3.535,10.77,0
backbone.encoder_layers.0.blocks.3.attn.proj,encoder/attn,512,11.38,3.534,12.07,0
backbone.encoder_layers.0.blocks.4.attn.proj,encoder/attn,512,28.25,3.531,16.07,0
backbone.decoder_layers.1.blocks.9.mlp.fc2,decoder/mlp,4096,10.94,3.518,46.14,0
backbone.decoder_layers.0.blocks.0.attn.qkv,decoder/attn,2048,4.557,3.506,12.46,0
backbone.decoder_layers.1.blocks.0.mlp.fc2,decoder/mlp,4096,6.406,3.504,30.42,0
backbone.decoder_layers.0.blocks.5.attn.qkv,decoder/attn,2048,6.432,3.433,13.33,0
backbone.decoder_layers.0.blocks.5.mlp.fc1,decoder/mlp,2048,6.461,3.426,11.6,0
backbone.decoder_layers.0.blocks.6.attn.qkv,decoder/attn,2048,6.766,3.416,12.84,0
backbone.decoder_layers.0.blocks.6.mlp.fc1,decoder/mlp,2048,6.785,3.376,11.06,0
backbone.decoder_layers.0.blocks.0.mlp.fc1,decoder/mlp,2048,4.566,3.369,9.978,0
backbone.decoder_layers.1.blocks.9.attn.proj,decoder/attn,1024,17.12,3.341,7.862,0
backbone.decoder_layers.0.blocks.7.mlp.fc1,decoder/mlp,2048,7.05,3.307,10.69,0
backbone.decoder_layers.1.blocks.9.attn.qkv,decoder/attn,1024,10.73,3.302,16.41,0
backbone.decoder_layers.0.blocks.7.attn.qkv,decoder/attn,2048,7.032,3.298,12.18,0
backbone.encoder_layers.1.blocks.2.attn.proj,encoder/attn,1024,12.5,3.279,14.35,0
backbone.decoder_layers.0.blocks.2.attn.proj,decoder/attn,2048,12.94,3.209,11.46,0
backbone.encoder_layers.2.blocks.2.attn.proj,encoder/attn,2048,9.562,3.187,9.633,0
backbone.decoder_layers.0.blocks.4.mlp.fc2,decoder/mlp,8192,12.69,3.184,35.81,0
backbone.decoder_layers.1.blocks.7.attn.proj,decoder/attn,1024,15.69,3.177,7.604,0
backbone.decoder_layers.0.upsample.lin1,decoder/misc,2048,7.078,3.166,10.34,0
backbone.encoder_layers.0.blocks.2.attn.proj,encoder/attn,512,27.38,3.151,13.01,0
backbone.decoder_layers.1.blocks.9.mlp.fc1,decoder/mlp,1024,10.74,3.108,15.45,0
